$GPGGA,190000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,190900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,191900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,192900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,193900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,194900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,195900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200200.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200300.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200400.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200500.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200600.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200700.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200800.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,200900.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,201000.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
$GPGGA,201100.000,3346.8778,N,08424.0586,W,1,06,2.9,326.9,M,-30.8,M,,0000*67
